id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
96033,"* Cosy flat 200m from the beach, El Palo/Malaga *",510467,Rafael,,Este,36.72031,-4.35627,Entire home/apt,54,4,154,2022-09-23,1.41,1,341,41,VFT/MA/22043
166473,Perfect Location In Malaga,793360,Fred,,Este,36.71934,-4.35942,Private room,21,5,85,2022-09-10,0.63,4,292,14,CTC/2018118027
212845,BEAUTIFUL DOUBLE ROOM IN MALAGA,617998,Valle,,Este,36.72606,-4.36541,Shared room,39,2,40,2022-09-18,0.31,2,213,4,VFT/MA/09354
229511,MOUNTAIN VILLA WITH SEAVIEWS - PRIVATE POOL,1198693,Joaquin,,Este,36.79087,-4.38198,Entire home/apt,191,5,4,2022-07-30,0.06,2,365,1,VFT/ MA/22170
330760,Malaga Lodge Guesthouse Double room-shared bath.,1687526,Mayte,,Centro,36.729786,-4.413462,Private room,48,1,47,2022-02-22,0.36,3,71,5,VFT/MA/12240
340024,NEW APARTMENT IN MALAGA CENTER,1725690,Carlos,,Centro,36.72813,-4.41422,Entire home/apt,56,3,195,2022-09-13,1.68,1,301,42,VFT/MA/02334
358541,Casa La Maga - Apartment for happy people,1526932,Cristina,,Centro,36.72338,-4.42208,Entire home/apt,76,2,326,2022-09-17,2.57,1,220,34,VFT/MA/02288
412798,Excellent Holiday Apartment with Wi-Fi and A/C,1399056,Mario,,Teatinos-Universidad,36.72369,-4.46125,Entire home/apt,115,6,19,2020-08-26,0.19,1,0,0,VFT/MA/18479
413063,Apartment historical centre Malaga,2055304,Michael,,Centro,36.720215,-4.42297,Entire home/apt,81,60,21,2018-09-12,0.17,1,365,0,
421077,LUXURY MALAGA HISTORIC CENTER BEACH,2092252,Tatiana Juliettesis,,Centro,36.72117,-4.42526,Entire home/apt,62,1,79,2022-08-31,0.63,7,349,8,H
427860,Enjoy the coast of the Sun,2126353,Pablo,,Centro,36.73323440551758,-4.415975093841553,Private room,50,2,18,2022-08-23,0.15,3,271,2,CTC-2019124497
505688,Duplex Apartment in Malaga Center,2489890,Fede,,Centro,36.72526,-4.41821,Entire home/apt,69,4,192,2022-09-05,1.55,13,65,18,VFT/MA/00643
507961,Duplex Apartment. Malaga Center,2489890,Fede,,Centro,36.72433,-4.41834,Entire home/apt,68,4,159,2022-07-05,1.27,13,62,12,VFT/MA/00641
508787,Modern Apartment in Málaga Center,2489890,Fede,,Centro,36.7248,-4.41913,Entire home/apt,54,4,206,2022-08-31,1.65,13,85,14,VFT/MA/00576
509073,Modern Apartment. Málaga CityCenter,2489890,Fede,,Centro,36.7248,-4.41913,Entire home/apt,60,4,206,2022-09-14,1.66,13,57,16,VFT/MA/00574
550804,"MALAGA CENTER, MALAGUETA BEACH",2707228,Alfonso,,Centro,36.71643,-4.41103,Entire home/apt,47,5,72,2022-07-17,0.63,4,41,15,VFT/MA/672
577612,In the main square of the city cent. 3 double bedr,2840633,Carolina,,Centro,36.72137,-4.42336,Entire home/apt,166,1,295,2022-08-13,2.58,1,321,10,VFT/MA/0032
603361,"Spacious, central & bath en suite",2986899,Andrés,,Centro,36.72851,-4.41452,Private room,37,2,392,2022-09-17,3.18,5,114,24,VFT/MA/08683
611037,Atico diáfano en centro de Málaga,3029584,Javier - Cap,,Centro,36.7298,-4.42092,Entire home/apt,92,3,172,2022-08-08,1.55,1,320,16,VFT/MA/00239
634046,Beach Front Apartment in Málaga,2489890,Fede,,Este,36.7178,-4.34829,Entire home/apt,79,5,72,2022-09-05,0.62,13,88,9,VFT/MA/00573
652994,"Charming penthouse, at downtown.",3282832,Deborah Y Luis,,Centro,36.72682,-4.41916,Entire home/apt,61,3,248,2022-08-30,2.02,2,1,24,VFT/MA/07668
655701,Golf next to the beach and ideal Telecommuting,3301281,Mariano,,Churriana,36.64943,-4.47706,Entire home/apt,93,2,62,2022-09-12,0.63,4,224,11,VFT/MA/01571
663794,En Málaga Centro con Internet incluido Teletrabajo,3301281,Mariano,,Centro,36.73097,-4.4235,Entire home/apt,49,2,29,2022-09-12,0.26,4,69,9,VFT/MA/15196
718943,Málaga oceanfront. WIFI,3083727,Loly  &,,Este,36.71735,-4.34732,Entire home/apt,141,5,10,2019-08-07,0.10,2,57,0,CTC-2018082080
726869,Penthouse in the Old Town,3764491,Alicia,,Centro,36.72686,-4.41483,Entire home/apt,63,1,5,2022-09-11,0.04,2,90,1,CTC-2019087257
730157,Bonito atico en el centro de Málaga,3764491,Alicia,,Centro,36.72834,-4.41483,Entire home/apt,63,2,21,2019-08-18,0.27,2,90,0,CTC 2019087257
730403,ESPACIO CON BUENA ONDA,3798354,Silvia,,Carretera de Cadiz,36.6933,-4.44923,Private room,30,2,3,2022-09-11,0.03,2,309,1,Exempt
730431,SPACE WITH GOOD HARMONY AND PEACE,3798354,Silvia,,Carretera de Cadiz,36.69292,-4.44984,Private room,30,3,9,2019-04-21,0.09,2,223,0,Exempt
746003,AUNT ANTONIA BEACH HOUSE 2ND FLOOR,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,93,2,19,2022-08-22,0.17,3,227,4,VFT/MA/36124
753119,AUNT ANTONIA BEACH HOUSE 1ST FLOOR,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,110,2,39,2022-09-19,0.34,3,199,13,VFT/MA/26818
753252,AUNT ANTONIA BEACH HOUSE STREET LEVEL,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,114,2,18,2021-12-22,0.16,3,237,1,VFT/MA/36209
783360,Great Apartment in the heart of Malaga,3301281,Mariano,,Centro,36.72366,-4.41938,Entire home/apt,162,2,225,2022-08-28,1.90,4,226,39,VFT/MA/00436
786626,Studio for 2 people,4147118,Apartamentos San Pablo,,Centro,36.72368,-4.42923,Entire home/apt,90,4,9,2022-09-26,0.08,9,365,1,A/MA/01193
786638,Studio ( one double bed ),4147118,Apartamentos San Pablo,,Centro,36.723194,-4.428165,Entire home/apt,55,7,3,2022-02-18,0.17,9,91,2,A/MA/01193
786648,"APARTAMENT 1 bedroom, for 2 Persons",4147118,Apartamentos San Pablo,,Centro,36.72377,-4.42735,Entire home/apt,84,5,0,,,9,269,0,N.R : A/MA/01193
786651,"2 Bedroom Apartament, 4 person",4147118,Apartamentos San Pablo,,Centro,36.72215,-4.42934,Entire home/apt,97,5,1,2013-12-31,0.01,9,364,0,A/MA/01193
786656,"Attic Studio, for 2 people.",4147118,Apartamentos San Pablo,,Centro,36.72393,-4.42933,Entire home/apt,76,4,0,,,9,365,0,A/MA/01193
786663,"Attic apartment, for 6 persons.",4147118,Apartamentos San Pablo,,Centro,36.72361,-4.42842,Entire home/apt,96,5,2,2016-10-09,0.03,9,365,0,A/MA/01193
787704,Sunny private room in Malaga!,4150267,MCarmen,,Cruz De Humilladero,36.72093,-4.44481,Private room,16,5,26,2019-11-01,0.22,1,265,0,CTC-2018131453
905123,Apartamento Palomas,4841998,Emilia Y Pepe,,Carretera de Cadiz,36.70226,-4.44352,Entire home/apt,163,1,15,2021-12-06,0.16,4,0,2,VFT/MA/01024
964289,"Apartamento Corregidor, 4 dormitorios",4841998,Emilia Y Pepe,,Cruz De Humilladero,36.71532,-4.45222,Entire home/apt,170,1,7,2022-08-14,0.11,4,73,1,VFT/MA/01619
989188,80 m2 Sundeck in middle of green,5430318,Benno,,Este,36.73932,-4.35843,Entire home/apt,73,4,9,2021-12-15,0.09,3,273,2,VFT/MA/08407
989607,Recharge your Batteries in Malaga-La Yuca,5430318,Benno,,Este,36.74082,-4.36003,Entire home/apt,73,4,11,2022-07-25,0.10,3,243,2,VFT/MA/08407
999783,VillaCarmen holiday home by the sea,5406506,Cristobal,,Churriana,36.66349,-4.45811,Entire home/apt,135,5,104,2022-09-14,0.90,1,349,12,CTC-2018048697
1004920,Apartment in the historical center,5527354,Asyr Asesores S L,,Centro,36.71704,-4.41742,Entire home/apt,110,3,167,2022-08-18,1.46,1,333,2,VFT/MA/00109
1021360,Enjoy Malaga with top comfort Spot,5430318,Benno,,Centro,36.71509,-4.42322,Entire home/apt,105,4,36,2022-03-28,0.33,3,138,3,VFT/MA/03034
1048083,PRETTY DOUBLE ROOM WITH BALCONY,617998,Valle,,Este,36.72569,-4.3636,Private room,39,2,61,2022-08-28,0.54,2,245,10,VFT/MA/09354
1071665,AT THE HEART OF THE HISTORICAL CITY,5895070,Arantxa & George,,Centro,36.72174,-4.4234,Entire home/apt,54,5,208,2022-09-17,1.86,4,336,43,RTA:  VFT/MA/01516
1076040,"Dream in blue, close to the beach",3611680,Sylvie,,Carretera de Cadiz,36.70052,-4.44014,Entire home/apt,59,3,26,2019-12-16,0.25,2,1,0,VFT/MA/02993
1114114,"Apartment 3 bedroom, near the beach",4841998,Emilia Y Pepe,,Carretera de Cadiz,36.70325,-4.44044,Entire home/apt,264,1,7,2022-07-28,0.07,4,212,3,VFT/MA/01635
1137631,Entire home/flat in Málaga,6235110,Jose Mario,,Este,36.72223,-4.34802,Entire home/apt,47,12,52,2022-08-31,0.47,1,146,4,CTC-2018121343
1164851,NICE PRIVATE ROOM CLOSE TO THE BEACH,6380806,Enky,,Este,36.72203,-4.38282,Private room,35,1,169,2022-07-20,1.48,3,262,17,CTC-2018176380
1183888,"Picasso, beach and private terrace with sea's view",3857601,Silvia,,Churriana,36.66512,-4.45777,Entire home/apt,61,2,274,2022-09-23,2.67,1,175,35,VFT/MA/01285
1195793,Perfect for enjoying the city,6535138,Ana,,Centro,36.72018,-4.42926,Entire home/apt,60,2,207,2022-09-11,1.82,1,1,12,VFT/MA/01804
1216136,"Apartment D-2, sleep 4 p. Wifi. Terrace",6636628,Juan,,Este,36.72687,-4.38395,Entire home/apt,500,7,16,2019-10-14,0.14,1,272,0,VFT/MA/02594
1223300,PERFECT ROOM FOR STUDENTS ON THE BEACH,6380806,Enky,,Este,36.72203,-4.38282,Private room,33,1,162,2022-07-30,1.44,3,256,21,CTC-2018176380
1245707,Granada 2 FreshApartments by Bossh!,6788392,Pepe Y Ana,,Centro,36.72188,-4.41824,Entire home/apt,74,2,117,2022-09-08,1.05,3,332,32,VFT/MA/24789
1249797,APARTMENT-WOHNUNG MÁLAGA CENTER,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,20,60,21,2019-11-30,0.19,7,0,0,Exempt
1265238,APARTMENT-WOHNUNG MÁLAGA CENTER 8,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,25,2019-08-07,0.23,7,0,0,Exempt
1274221,APARTMENT-WOHNUNG MÁLAGA CENTER 9,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,21,2018-06-30,0.19,7,0,0,Exempt
1274222,APARTMENT-WOHNUNG MÁLAGA CENTER 5,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,17,60,13,2018-07-26,0.14,7,0,0,Exempt
1297722,Central and friendly one dormit + W,3083727,Loly  &,,Centro,36.72061,-4.43248,Entire home/apt,101,3,8,2019-08-10,0.08,2,22,0,CTC-2018031473
1306836,Málaga historic center duplex,5729425,Virginia,,Centro,36.72195,-4.41945,Entire home/apt,120,3,206,2022-09-27,1.84,1,209,3,VFT/MA/01537
1331534,Attic in the historic center of Malaga,7222872,Ana,,Centro,36.72405,-4.42131,Entire home/apt,151,3,181,2022-08-06,1.64,2,301,10,VFT/MA/01535
1335782,Cozy B&B close to beach & centre,5268527,Andreina,,Cruz De Humilladero,36.71563,-4.42966,Private room,35,3,284,2022-08-31,2.54,1,352,28,"Registro de turismo Andalucia 
              VFT/MA/02084"
1353804,"Piso ideal Familia, Teatinos, bien",6525225,Jose,,Teatinos-Universidad,36.71647,-4.45995,Private room,80,3,4,2022-08-21,0.11,1,117,3,CTC-2018113356
1359353,Beachfront 4 bedrooms apartment,7378338,Mercedes,,Carretera de Cadiz,36.70152,-4.43499,Entire home/apt,171,4,90,2022-09-24,0.81,1,170,20,VFT/MA/02679
1378908,BEST LOCATION+WIFI-CITY CENTRE,5895070,Arantxa & George,,Centro,36.72136,-4.42387,Entire home/apt,52,5,205,2022-09-09,1.85,4,319,33,VFT/MA/13362
1392294,2 Habitaciones con terraza  a 50 m playa,7527021,Elia,,Churriana,36.66342,-4.45679,Private room,69,1,26,2019-10-04,0.41,1,0,0,CTC-2017091539
1403375,Holiday Málaga Home,7573364,Maria,,Carretera de Cadiz,36.70837,-4.43347,Entire home/apt,58,3,16,2020-08-25,0.15,1,0,0,VFT/MA/01336
1437839,Best place in the historic city center of Malaga,7723499,Jesus,,Centro,36.72039,-4.42298,Entire home/apt,93,4,139,2022-09-27,1.31,2,314,26,VFT/MA/03770
1449651,"APARTAMENTO CENTRO HISTORICO,  DOS BAÑOS Y WIFI",7779962,Isabel,,Centro,36.72506,-4.41985,Entire home/apt,74,4,20,2022-08-30,0.19,1,71,14,VFT/MA/00924
1498773,Downtown's Views: VFT/MA/585,191241874,Carmen,,Centro,36.72523,-4.42873,Entire home/apt,60,3,114,2022-09-11,1.03,1,81,6,VFT/MA/00585
1514156,Studio and New Terrace at the City Center,8083402,Regina,,Centro,36.72459,-4.41991,Entire home/apt,73,6,185,2022-09-19,1.68,2,28,21,VFT/MA/24385
1536679,APARTMENT-WOHNUNG MÁLAGA CENTER 6,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,5,2017-12-10,0.05,7,0,0,Exempt
1536774,APARTMENT-WOHNUNG MÁLAGA CENTER 4,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,20,60,7,2019-09-08,0.08,7,0,0,Exempt
1564567,New apartment in historical centre.,8199582,Dick,,Centro,36.72061,-4.4222,Entire home/apt,61,3,157,2019-08-19,1.43,1,1,0,VTF/MA/01452
1596526,DOUBLE ROOM CLOSE TO BEACH IN SHARED APARTMENT,6380806,Enky,,Este,36.72203,-4.38282,Private room,37,1,236,2022-07-24,2.16,3,264,21,CTC-2018176380
1597241,Trendy apartment with intimite big terrace,6818242,Nadine,,Centro,36.72519,-4.41899,Entire home/apt,126,5,178,2022-09-16,1.70,1,202,28,CTC-2018115175
1603598,Centro Histórico Málaga WIFI,8544512,Malaga Center Flat,,Centro,36.719856,-4.423673,Entire home/apt,95,1,120,2022-09-10,1.10,55,319,9,VFT/MA/00001
1607390,Room with sea view,8562094,Mersi,,Este,36.72269,-4.38522,Private room,49,1,364,2022-09-27,3.42,3,359,35,Exempt
1636054,EXCELLENT LOFT  APARTMENT!!!  OLD TOWN,8689293,Sara,,Centro,36.72543,-4.41954,Entire home/apt,59,3,42,2022-09-24,0.44,2,27,6,VFT/MA/02700
1640548,Romantic Malaga Studio - 2 people,8710574,Liam,,Centro,36.7218,-4.42452,Entire home/apt,69,2,304,2022-09-11,2.80,1,298,44,CTC-2018129015
1699106,Nice Apartment Historic Center,11420357,Nadia,,Centro,36.71972,-4.42368,Entire home/apt,74,7,99,2022-09-17,0.92,3,47,26,A/MA/01266
1757994,Duplex - Prime Location,8217784,Francisco,,Centro,36.71934,-4.42359,Entire home/apt,81,4,87,2022-05-10,0.80,3,48,5,VFT/MA/0781
1788613,Loft 1 - Prime Location,8217784,Francisco,,Centro,36.71926,-4.42347,Entire home/apt,81,4,29,2022-09-26,0.36,3,7,7,VFT/MA/07822
1797493,Loft 2 - Prime Location,8217784,Francisco,,Centro,36.71933,-4.4236,Entire home/apt,80,4,61,2022-08-05,0.57,3,7,3,VFT-MA-14325
1825432,Apartamento nuevo cerca de la playa,9552973,Eugenio,,Carretera de Cadiz,36.70372,-4.44271,Entire home/apt,59,2,46,2022-07-24,0.43,2,283,2,VFT/MA/02018
1895284,Cortijo Juan Salvador La Higuera,9848032,Riny,,Este,36.80035,-4.32961,Entire home/apt,230,4,24,2022-09-06,0.24,2,337,11,CR/MA/00454
1951589,Apartment city centre Larios Street,10070230,Rodrigo,,Centro,36.721474,-4.420971,Entire home/apt,76,4,71,2022-09-11,0.67,4,59,24,VFT/MA/13847
1966333,Perfect Location in Malaga Part 2,793360,Fred,,Este,36.72054,-4.36006,Private room,21,5,33,2022-08-30,0.31,4,227,5,CTC-2018118027
2038218,IN ONE OF THE MOST LUXURIOUS STREET,8689293,Sara,,Centro,36.71874,-4.42142,Entire home/apt,70,4,120,2022-09-25,1.14,2,40,9,VFT/MA/02698
2138517,Casa Rural Carpe Diem de Málaga,9725526,Isabel,,Churriana,36.6541,-4.51569,Entire home/apt,82,4,2,2022-08-28,0.38,1,195,2,"Junta de Andalucía, Consejería de Turismo, Comercio y Deporte, con categoría básica   no compartida y número de inscripción  CR/MA / 0406."
2145149,Perfect Location in Malaga Part 3,793360,Fred,,Este,36.72081,-4.36109,Private room,21,5,39,2022-09-12,0.37,4,277,11,CTC-2018118027
2154384,Villa El Mirador Malaga - Private Pool,2453338,Joy,,Palma-Palmilla,36.79812,-4.4551,Entire home/apt,175,1,96,2022-09-23,1.06,1,319,26,CR/MA/00411
2163893,Lovely flat Parking  free Old Town B2,9744958,Ana,,Centro,36.72531,-4.42219,Entire home/apt,69,4,316,2022-09-14,3.09,3,352,55,VFFT / MA / 00304
2188247,Historic Center Parking free VFTMA0711,11104098,Carmen,,Centro,36.723,-4.42376,Entire home/apt,71,4,100,2018-08-10,0.95,1,0,0,VFT/MA/00711
2201570,An architect's loft,9532985,Pablo,,Centro,36.722692103609226,-4.4226560592651465,Entire home/apt,53,3,8,2022-09-27,4.80,1,75,8,VFT/MA/56060
2206087,Apartment 30 meters from the beach,10163833,Veronica Y Laurent,,Este,36.72093,-4.37212,Entire home/apt,79,4,31,2022-09-05,0.31,3,174,7,VFT/MA/01112
2275180,Apartment soul Historical Centre,11074808,Maria & Arturo,,Centro,36.72238,-4.42313,Entire home/apt,56,3,326,2022-08-31,3.09,1,320,44,CTC-2017013300
2306037,BEST LOCATION +WIFI - OLD CENTRE,11778619,Arantxa,,Centro,36.72086,-4.42318,Entire home/apt,54,5,163,2022-09-13,1.59,12,319,22,VFT/MA/13362
2327541,Casas Penthouse FreshApartments by Bossh!,3376700,Freshlanding,,Centro,36.71471,-4.42516,Entire home/apt,103,2,75,2022-07-27,0.72,43,214,13,VFT/MA/04352
2336145,Lovely apartment in the center VFT/MA/00204,11931754,Frédéric Et Catherine,,Centro,36.72634,-4.41818,Entire home/apt,61,2,627,2022-09-23,6.03,2,273,66,VFT/MA/00204
2343063,Nice Flat in the center VFT/MA/00202,11931754,Frédéric Et Catherine,,Centro,36.72464,-4.41773,Entire home/apt,46,2,720,2022-09-24,6.94,2,183,81,VFT/MA/00202
2345165,AMAZING DOUBLE ROOM @ CITY CENTER,5490522,Fali,,Centro,36.72567,-4.41849,Private room,32,1,249,2022-08-27,2.39,15,11,31,VFT / 06609
2345504,AMAZING ROOM NEXT TO PICASSO´S HOUSE,5490522,Fali,,Centro,36.72563,-4.41845,Private room,31,4,252,2022-09-06,2.41,15,8,30,VFT / 06609
2376792,AMAZING HOUSE  BY CITY CENTER,5490522,Fali,,Centro,36.72585,-4.41801,Entire home/apt,286,4,101,2022-08-15,0.98,15,334,12,VFT / 06609
2379888,AMAZING YELLOW ROOM NEAR PICASSO HOUSE WIFI AACC,5490522,Fali,,Centro,36.72588,-4.41801,Private room,31,2,234,2022-09-01,2.23,15,10,27,VFT/06609
2380070,AMAZING ROOM WITH ROOF TERRACE & WIFI,5490522,Fali,,Centro,36.72585,-4.41797,Private room,31,2,191,2022-07-16,1.84,15,11,17,VFT / 06609
2380142,AMAZING TRIPLE PURPLE ROOM FREE WIFI,5490522,Fali,,Centro,36.72586,-4.41801,Private room,31,2,243,2022-09-06,2.33,15,11,28,VFT / 06609
2390532,Céntrico apartamento en edificio histórico,12202265,Rafael,,Centro,36.72155,-4.42338,Entire home/apt,220,3,148,2022-09-27,1.45,1,311,36,VFT/MA/06767
2431701,Apartamento centro de Málaga,12428979,Juan Carlos,,Centro,36.71884,-4.42046,Entire home/apt,74,2,82,2021-10-11,0.83,1,180,1,VFT/MA/09124
2445809,Gardener cottage  Malaga Costa del Sol,12505395,Juan Carlos M.,,Este,36.7405,-4.37295,Entire home/apt,130,3,21,2019-08-13,0.27,3,0,0,VTAR/MA/014
2457257,Enjoy sunshine @designer duplex w/ terrace+parking,10010991,Eva,,Centro,36.72783,-4.41263,Entire home/apt,141,2,258,2022-09-11,4.15,1,33,23,VFT/MA/13333
2474715,Estudio Centro Histórico WIFI,8544512,Malaga Center Flat,,Centro,36.72008,-4.42454,Entire home/apt,86,2,26,2022-09-05,0.27,55,324,8,VFT/MA/10319
2486176,Attic Terrace Central Location AC,4884962,"Esther, Francisco & Sara",,Centro,36.72565,-4.42328,Entire home/apt,75,2,120,2021-11-03,1.17,13,207,1,VFT/MA/02134
2506093,Idyllic couple rooftop gateway + private terrace,12828040,Christine,,Centro,36.72474,-4.42189,Entire home/apt,65,7,208,2022-09-21,2.02,1,234,30,VFT/MA/01368
2534049,Dúplex con Terraza Sancha  Apartment  by Bossh,13172203,Marta,,Centro,36.72291,-4.40012,Entire home/apt,82,3,196,2022-09-13,1.93,4,95,23,VFT/MA/01913
2595719,Penthouse Old town/Private terrace,13290857,Máximo,,Centro,36.72415,-4.41552,Entire home/apt,67,3,63,2022-09-11,0.62,2,282,7,CTC-201646277
2647541,Beautiful single-villa private pool,13555160,Maite,,Puerto de la Torre,36.73351,-4.46906,Entire home/apt,139,4,97,2022-09-13,0.98,1,335,16,VFT/MA/13261
2662161,Beach apartment with Breathtaking seaviews,13627093,José Antonio,,Este,36.71801,-4.34528,Entire home/apt,118,7,48,2022-06-28,0.48,2,94,13,VFT/MA/01849
2707835,Cheap Room Plaza Merced A,6478123,Michael,,Centro,36.72456,-4.41752,Private room,46,1,193,2022-09-14,1.88,6,76,52,CTC-2018180660
2732268,HABITACIÓN DOBLE EN APARTAMENTO FAMILIAR,13983300,Francisco Javier,,Carretera de Cadiz,36.70853,-4.43428,Private room,64,3,8,2019-08-16,0.08,1,365,0,VFT/MA/30893
2753218,"Seaside sunny, quiet and spacious",3025868,Marthe,,Este,36.72073,-4.35903,Private room,46,4,55,2022-09-08,0.56,3,130,13,VFT/MA/01933
2753244,"SEASIDE SUNNY, QUIET AND SPACIOUS",3025868,Marthe,,Este,36.72149,-4.36025,Private room,50,3,51,2022-09-11,0.53,3,149,20,VFT/MA/01933
2760739,Bright apartment in Malaga Downtown District,14118836,Jose Luis,,Centro,36.72456,-4.41069,Entire home/apt,50,4,288,2022-01-10,2.80,1,0,5,VFT/MA/06884
2776054,Cortijo Juan Salvador El Almendro,9848032,Riny,,Este,36.79995,-4.32999,Entire home/apt,230,4,14,2022-08-30,0.14,2,326,4,CR/MA/00454
2833775,Cheap Room Plaza Merced D,6478123,Michael,,Centro,36.72286,-4.41858,Private room,44,1,144,2022-09-05,1.41,6,77,33,CTC-2018180600
2868528,Granada FreshApartments by Bossh!,6788392,Pepe Y Ana,,Centro,36.72127,-4.41743,Entire home/apt,89,2,167,2022-08-31,1.64,3,340,39,VFT/MA/24785
2940251,Amazing ROOM ON ROOF TERRACE FREE WIFI,5490522,Fali,,Centro,36.72703,-4.41854,Private room,18,2,299,2022-08-30,2.95,15,10,40,VFT / 06609
3003926,HEART  HISTORICAL CENTRE- SANTOS STREET,11778619,Arantxa,,Centro,36.72106,-4.42364,Entire home/apt,55,5,157,2022-09-18,1.57,12,339,32,RTA:  VFT/MA/03965
3023748,Historical Centre Apartment,13290857,Máximo,,Centro,36.72397,-4.41908,Entire home/apt,70,3,58,2022-05-22,0.64,2,346,3,VTF/MA/37943
3024877,Malaga close to the beach,3025868,Marthe,,Este,36.72049,-4.35939,Entire home/apt,110,4,40,2022-07-30,0.40,3,86,5,vft/MA/01933
3051444,PICASSO VIEWPOINT / NEXT TO THE SEA,15535210,Carmen Y Muni,,Centro,36.71896,-4.40893,Entire home/apt,103,2,440,2022-09-25,4.35,2,272,80,CTC-2016095796
3103912,Bonito apartamento con terraza y WIFI gratis,15780021,Alvaro,,Este,36.72613,-4.4043,Entire home/apt,64,3,79,2022-09-17,0.78,5,313,13,VFT/MA/08662
3149221,PENTHOUSE SEAVIEW. Malaga Center Flat,8544512,Malaga Center Flat,,Centro,36.71732,-4.41106,Entire home/apt,280,1,124,2022-09-26,1.23,55,294,33,VFT/MA/03848
3160768,Spacious Room in Typical House,7082899,Holidays In,,Centro,36.7252,-4.42256,Private room,29,2,366,2022-09-10,3.65,12,104,37,H/MA/02199
3183537,"Villa with private pool in Malaga, Costa del Sol",610685,Rafael,,Puerto de la Torre,36.74125671386719,-4.491738796234131,Entire home/apt,150,3,19,2022-09-27,0.19,1,249,12,CTC-2016074884
3197401,Gran loft para 6 personas. WIFI y vistas al mar,15780021,Alvaro,,Centro,36.725,-4.4077,Entire home/apt,70,3,44,2022-05-28,0.48,5,64,3,VFT/MÁ/06205
3229934,Coqueto Apartamento Palacio de Congresos,16347304,Sarai,,Cruz De Humilladero,36.71001,-4.44993,Entire home/apt,65,2,106,2022-09-18,1.33,1,255,32,VFT/MA/01459
3240728,Designer Apartment w/SwimPool 3min BEACH,2397662,Jesus,,Carretera de Cadiz,36.69416,-4.44338,Entire home/apt,99,2,181,2022-08-20,1.79,1,117,15,201699902331439
3243792,Habitación matrimonio naranja VFT/MA/09571,16411274,Rafael,,Teatinos-Universidad,36.72149,-4.47213,Private room,17,1,18,2019-09-15,0.18,5,214,0,VFT/MA/09571
3270406,"LUXURY HOME "" WITH TERRACE """,10147055,Vasyl,,Carretera de Cadiz,36.70149,-4.43662,Entire home/apt,81,2,154,2022-09-18,1.54,4,75,32,VFT/MA/13980
3295510,Apartamento Económico por Semanas 1,16650042,R.U Sto Tomas,,Teatinos-Universidad,36.72124,-4.47149,Entire home/apt,40,10,33,2022-08-12,0.38,12,84,3,A/MA/01590
3316545,Apto 1ª linea playa y céntrico,16744914,Mari Paz,,Centro,36.71674,-4.41083,Entire home/apt,72,3,58,2022-09-22,0.82,1,350,7,CTC-2016105693
3336943,Beautiful Spanish House with private Pool !,16846926,Caroliene,,Churriana,36.64912,-4.49989,Entire home/apt,83,4,83,2022-08-03,0.84,1,53,5,VFT/MA/10874
3340899,Habitación en el centro,16862674,Antonio,,Centro,36.72067,-4.42374,Private room,17,2,31,2020-07-28,0.31,3,0,0,VFT/MA/34817
3347442,A Nice Twin Room,7082899,Holidays In,,Centro,36.72667,-4.42183,Private room,29,2,325,2022-09-01,3.23,12,142,37,H/MA/02199
3353633,Malaga center : room with terrace,16901356,Daniel,,Centro,36.72636,-4.42453,Private room,30,5,239,2022-09-10,2.44,1,57,31,VFT/MA/11887
3366628,Cómoda habitación,16862674,Antonio,,Centro,36.72054,-4.42343,Private room,20,2,43,2020-10-13,0.43,3,0,0,VFT/MA/34817
3454407,Center of Málaga,3777398,Alicia Y Julia,,Centro,36.72245,-4.42514,Entire home/apt,67,2,215,2022-09-25,2.35,2,6,7,VFT/MA/13933
3454417,Bonito Apartamento en Málaga Centro,3777398,Alicia Y Julia,,Centro,36.72491,-4.42206,Entire home/apt,70,4,341,2022-09-14,3.41,2,1,26,VFT/MA/05071
3493222,Luxury Executive Suite,17589912,Antonio / Manuel,,Centro,36.71678,-4.41238,Entire home/apt,190,1,108,2022-09-03,1.12,4,218,28,2016076908
3524357,Granada 3 FreshApartments by Bossh!,6788392,Pepe Y Ana,,Centro,36.72129,-4.41747,Entire home/apt,86,2,100,2022-09-11,1.01,3,339,38,VFT/MA/24790
3542402,Malaga center beautiful apartment.,7698834,Jesús,,Centro,36.72554,-4.4197,Entire home/apt,26,4,252,2022-06-11,2.79,4,0,1,VTF/MA/01019
